חותמת זמן,איזה סוג ספורט תחרותי/קבוצתי אתה משחק בתדירות הגבוהה ביותר? (ניתן לבחור כמה),גיל,מין,אזור,"באיזו תדירות אתה משחק ספורט תחרותי או קבוצתי (כדורגל, כדורסל, פאדל טניס וכו')?",עד כמה חשוב לך לדעת אם אתה משתפר לאורך זמן?,מה אתה עושה היום כדי לעקוב אחרי הביצועים שלך? (ניתן לבחור כמה),מה הכי חסר לך כשאתה מסיים אימון או משחק מול חברים? (ניתן לבחור כמה),אם הייתה אפליקציה שנותנת לך דירוג אמיתי ובונה לך כרטיס שחקן עם סטטיסטיקות כמה סביר שהיית מתקין אותה?,"אם הייתה אפליקציה כזאת, זה היה מעלה לך את המוטיבציה לעשות ספורט?",באיזו פלטפורמה אתה בעיקר משתמש היום כדי לקבוע משחקים או למצוא שחקנים?,"מה המידע שהכי חסר לך כדי לצאת מהבית לשחק במגרש ציבורי? (לא חובה ניתן לבחור כמה)
","כשמתחשק לך פתאום לצאת לשחק עכשיו, עד כמה קשה לך למצוא שחקנים ברמה שלך?","אם הייתה לך גישה לקלף שחקן דיגיטלי מעוצב שכולל את ציון ה""אוברול"" שלך והסטטיסטיקות, האם היית משתף אותו ברשתות החברתיות (סטורי, וואטסאפ)?","מה ה""פיצ'ר חלומות"" שהיה גורם לך לפתוח אפליקציית ספורט כזו לפני או אחרי כל משחק?","האם היית מוכן לשלם עבור אפליקציה שתספק לך דירוג מדויק מול אחרים וניתוחי AI על הביצועים שלך (pace, shooting לדוגמא)?",עד כמה היית מעוניין להשתמש במערכת שתתעד באופן אוטומטי את תוצאת המשחק וסרטוני ההיילייטס במגרש הציבורי?,דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [דירוג אישי (Overall score)],"דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סטטיסטיקות ספציפיות (מהירות, מרחק, קליעות, שערים)]",דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [סרטוני היילייטס ],דרג את חשיבות הנתונים הבאים עבורך לאחר משחק: [הכרה חברתית / פרסים]
02/04/2026 23:53:37,טניס,26-35,זכר,אזור השרון,3 פעמים בשבוע או יותר,4,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי, כלום","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,2,קבוצות וואטסאפ של השכונה/החבר'ה,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",5,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מאוד,חשוב מאוד,לא חשוב
03/04/2026 00:00:40,טניס,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,,3,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
03/04/2026 00:02:54,טניס,36-45,נקבה,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,כלום,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים",3,1,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",2,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
03/04/2026 00:38:04,טניס,36-45,זכר,באר שבע והדרום,1-2 פעמים בשבוע,5,כלום,"שום דבר, אני נהנה גם ככה",1,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",5,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,1,חשוב מעט,חשוב מאוד,לא חשוב,לא חשוב
03/04/2026 00:38:10,טניס,19-25,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,3,כלום,לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה,5,5,קבוצות וואטסאפ של השכונה/החבר'ה,"כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",3,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,לא הייתי משתמש / לא מעניין אותי,4,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
03/04/2026 00:40:57,טניס,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), מצב המגרש(דשא שחוק, רשת קרועה וכולי…), שעות פעילות מדויקות",5,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,5,חשוב מעט,חשוב מאוד,חשוב מאוד,לא חשוב
03/04/2026 00:44:24,"כדורגל, פאדל, טניס",26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות פייסבוק,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",דירוג ביצועים וסטטיסטיקה,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
03/04/2026 01:09:37,פאדל,36-45,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), הכרה והערכה על ביצועים טובים, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,,3,תלוי כמה העיצוב יהיה מרשים,משהו מגניב לעלות ולפרסם כמו תמונת Ai שלי שנראית מקצועית של כרטיס שחקן עם נתונים אמיתיים ,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מעט
03/04/2026 02:46:33,"כדורגל, טניס",36-45,זכר,אזור השרון,3 פעמים בשבוע או יותר,5,כלום,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות פייסבוק,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,אין לי רשתות חברתיות / לא מעלה כלום,,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
03/04/2026 03:06:09,טניס,46+,זכר,אזור השרון,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,2,אפליקציות ייעודיות,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"כנראה שלא, אני שומר את הנתונים לעצמי",נתונים סטטיסטיים על ביצועים והתקדמות ,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,3,חשוב מעט,חשוב מאוד,חשוב מעט,חשוב מעט
03/04/2026 03:45:20,טניס,36-45,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin)","לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים)",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",,4,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,5,חשוב מאוד,חשוב מאוד,לא חשוב,לא חשוב
03/04/2026 04:24:47,טניס,36-45,זכר,ירושלים והסביבה,1-2 פעמים בשבוע,4,זוכר בראש מי ניצח וכמה הבקעתי,"דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו), שום דבר, אני נהנה גם ככה",3,3,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),4,תלוי כמה העיצוב יהיה מרשים,לא יודע לא ברורה השאלה,הייתי משתמש רק אם זה בחינם,2,חשוב מעט,לא חשוב,לא חשוב,לא חשוב
03/04/2026 07:44:07,כדורגל,26-35,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,3,"משתמש בשעון חכם / אפליקציות כושר (Strava, Garmin), זוכר בראש מי ניצח וכמה הבקעתי","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",5,2,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,אין לי רשתות חברתיות / לא מעלה כלום,,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מעט,לא חשוב
03/04/2026 08:33:59,"כדורסל, פאדל",46+,זכר,חיפה והצפון,3 פעמים בשבוע או יותר,5,כלום,"דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",3,1,אפליקציות ייעודיות,,3,"כנראה שלא, אני שומר את הנתונים לעצמי",,לא הייתי משתמש / לא מעניין אותי,3,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
03/04/2026 08:45:36,טניס,46+,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,"זוכר בראש מי ניצח וכמה הבקעתי, כלום","סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",4,1,אפליקציות ייעודיות,"מצב המגרש(דשא שחוק, רשת קרועה וכולי…)",4,"כנראה שלא, אני שומר את הנתונים לעצמי",,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,חשוב מאוד,לא חשוב
03/04/2026 09:29:59,טניס,36-45,זכר,באר שבע והדרום,3 פעמים בשבוע או יותר,5,כלום,"תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים","האם האורות דולקים עכשיו?, כמה אנשים נמצאים שם ברגע זה? (רמת עומס), שעות פעילות מדויקות",2,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,הייתי משתמש רק אם זה בחינם,4,חשוב מאוד,חשוב מאוד,חשוב מעט,חשוב מעט
03/04/2026 09:31:04,טניס,46+,זכר,תל אביב והמרכז,3 פעמים בשבוע או יותר,5,זוכר בראש מי ניצח וכמה הבקעתי,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, הכרה והערכה על ביצועים טובים, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,קבוצות וואטסאפ של השכונה/החבר'ה,כמה אנשים נמצאים שם ברגע זה? (רמת עומס),2,"בטוח שכן, אשמח להשוויץ בתוצאות טובות",,מנוי חודשי עבור אנליטיקה ושיפור ביצועים (AI),5,חשוב מאוד,חשוב מאוד,חשוב מאוד,חשוב מעט
03/04/2026 09:32:21,טניס,36-45,זכר,אזור השרון,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת, דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין), תחושה של התקדמות ב""רמה"" הכללית שלי (כמו במשחק וידאו)",5,5,אפליקציות ייעודיות,,2,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משתמש רק אם זה בחינם,4,חשוב מעט,חשוב מעט,חשוב מעט,לא חשוב
03/04/2026 09:47:28,"כדורסל, טניס שולחן",46+,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,3,זוכר בראש מי ניצח וכמה הבקעתי,"סרטוני ""היילייטס"" של המהלכים הטובים שלי למזכרת",3,3,"משחק רק עם חברים קרובים, לא מחפש שחקנים חדשים",כמה אנשים נמצאים שם ברגע זה? (רמת עומס),3,תלוי כמה העיצוב יהיה מרשים,,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,3,חשוב מעט,חשוב מעט,לא חשוב,לא חשוב
03/04/2026 10:28:27,"כדורגל, טניס, טניס שולחן",19-25,זכר,תל אביב והמרכז,1-2 פעמים בשבוע,5,זוכר בראש מי ניצח וכמה הבקעתי,"לדעת מה הדירוג האמיתי שלי בהשוואה לשחקנים אחרים בעיר/בשכונה, סטטיסטיקות מדויקות על הביצועים שלי (נתונים יבשים), דרך למצוא שחקנים ברמה שלי (כדי שהמשחק יהיה מאוזן ומעניין)",4,4,קבוצות פייסבוק,שעות פעילות מדויקות,3,"כנראה שלא, אני שומר את הנתונים לעצמי",,הייתי משלם תשלום חד-פעמי על מבדק AI לניתוח נתונים אישיים,2,חשוב מאוד,חשוב מעט,לא חשוב,לא חשוב
